CUSTOMER_ID,CUSTOMER_SEGMENT,JOIN_DATE,LIFETIME_VALUE,PREVIOUS_PURCHASES,AGE_RANGE,GENDER,PREFERRED_CATEGORY
CUST-00749,Luxury,2023-07-23,2571.51,4,35-44,Non-binary,Beauty Products
CUST-00750,Premium,2023-09-15,883.10,4,45-54,Prefer not to say,Clothing
CUST-00751,Luxury,2023-08-08,2436.84,11,35-44,Female,Clothing
CUST-00752,Mainstream,2023-11-05,183.44,5,45-54,Male,Kitchen Appliances
CUST-00753,Luxury,2022-07-10,15659.14,8,18-24,Female,Electronics
CUST-00754,Premium,2023-10-27,600.33,17,45-54,Non-binary,Toys
CUST-00755,Mainstream,2023-12-28,6.99,1,25-34,Non-binary,Kitchen Appliances
CUST-00756,Mainstream,2023-08-23,282.00,7,35-44,Non-binary,Clothing
CUST-00757,Budget,2022-09-21,203.17,7,55-64,Non-binary,Kitchen Appliances
CUST-00758,Premium,2022-01-21,3450.44,7,35-44,Prefer not to say,Beauty Products
CUST-00759,Mainstream,2023-09-27,379.95,11,18-24,Female,Kitchen Appliances
CUST-00760,Budget,2022-03-04,265.69,10,35-44,Male,Clothing
CUST-00761,Mainstream,2022-01-29,1407.93,2,35-44,Non-binary,Electronics
CUST-00762,Premium,2023-11-27,284.76,16,65+,Female,Electronics
CUST-00763,Mainstream,2022-12-04,1262.80,6,55-64,Female,Clothing
CUST-00764,Mainstream,2023-02-11,950.47,8,65+,Non-binary,Beauty Products
CUST-00765,Premium,2022-07-24,3193.59,3,45-54,Non-binary,Clothing
CUST-00766,Mainstream,2022-10-16,1468.93,12,55-64,Prefer not to say,Kitchen Appliances
CUST-00767,Mainstream,2023-09-04,511.72,6,35-44,Male,Beauty Products
CUST-00768,Mainstream,2022-09-07,1147.98,17,55-64,Male,Clothing
CUST-00769,Budget,2022-10-10,157.41,10,25-34,Male,Beauty Products
CUST-00770,Budget,2023-07-01,169.75,9,18-24,Male,Kitchen Appliances
CUST-00771,Mainstream,2023-11-14,226.88,16,45-54,Female,Electronics
CUST-00772,Mainstream,2023-09-02,207.16,10,55-64,Female,Kitchen Appliances
CUST-00773,Budget,2022-10-06,294.89,15,45-54,Non-binary,Clothing
CUST-00774,Premium,2022-05-20,3738.10,10,25-34,Male,Electronics
CUST-00775,Budget,2022-08-03,431.95,10,18-24,Male,Clothing
CUST-00776,Premium,2023-02-07,2383.46,7,35-44,Male,Clothing
CUST-00777,Mainstream,2023-07-26,424.74,1,35-44,Female,Clothing
CUST-00778,Mainstream,2022-08-12,951.40,11,65+,Non-binary,Beauty Products
CUST-00779,Mainstream,2022-01-05,1248.04,15,45-54,Female,Beauty Products
CUST-00780,Budget,2023-02-27,245.55,9,55-64,Female,Kitchen Appliances
CUST-00781,Mainstream,2023-09-19,382.89,2,18-24,Male,Toys
CUST-00782,Budget,2023-01-08,194.89,6,55-64,Male,Electronics
CUST-00783,Premium,2023-02-26,3409.89,17,18-24,Prefer not to say,Toys
CUST-00784,Mainstream,2022-12-23,835.79,19,45-54,Male,Beauty Products
CUST-00785,Budget,2023-01-27,114.65,3,45-54,Prefer not to say,Clothing
CUST-00786,Premium,2023-08-12,1870.18,2,25-34,Prefer not to say,Clothing
CUST-00787,Budget,2023-10-19,37.33,13,45-54,Prefer not to say,Clothing
CUST-00788,Mainstream,2023-02-18,650.30,11,25-34,Female,Beauty Products
CUST-00789,Mainstream,2022-07-06,770.61,17,25-34,Prefer not to say,Clothing
CUST-00790,Mainstream,2022-02-06,1082.98,17,35-44,Non-binary,Beauty Products
CUST-00791,Luxury,2022-02-08,13679.38,9,35-44,Prefer not to say,Beauty Products
CUST-00792,Budget,2022-05-28,175.28,10,55-64,Prefer not to say,Electronics
CUST-00793,Budget,2022-01-12,494.31,20,45-54,Female,Electronics
CUST-00794,Luxury,2022-02-26,12991.76,12,18-24,Male,Toys
CUST-00795,Mainstream,2022-07-21,1044.30,10,45-54,Non-binary,Kitchen Appliances
CUST-00796,Mainstream,2023-02-24,839.81,5,55-64,Non-binary,Kitchen Appliances
CUST-00797,Mainstream,2022-05-26,1600.19,4,45-54,Male,Toys
CUST-00798,Budget,2022-04-12,318.12,11,35-44,Female,Electronics
CUST-00799,Premium,2023-03-31,1855.60,17,55-64,Male,Toys
CUST-00800,Budget,2022-11-20,99.74,4,45-54,Non-binary,Kitchen Appliances
CUST-00801,Mainstream,2023-02-27,1211.02,15,65+,Female,Toys
CUST-00802,Mainstream,2022-03-17,1667.11,13,18-24,Female,Toys
CUST-00803,Premium,2023-05-28,1226.56,5,65+,Male,Clothing
CUST-00804,Mainstream,2023-06-26,442.12,1,65+,Female,Electronics
CUST-00805,Budget,2023-06-24,108.05,10,55-64,Female,Electronics
CUST-00806,Luxury,2023-05-13,6629.86,6,25-34,Prefer not to say,Beauty Products
CUST-00807,Mainstream,2022-06-07,709.95,4,55-64,Male,Clothing
CUST-00808,Mainstream,2022-05-27,711.73,12,25-34,Male,Toys
CUST-00809,Budget,2023-04-24,234.39,3,35-44,Prefer not to say,Toys
CUST-00810,Mainstream,2023-09-26,182.01,13,55-64,Male,Beauty Products
CUST-00811,Mainstream,2023-11-09,107.76,12,55-64,Male,Electronics
CUST-00812,Premium,2022-04-08,3425.20,16,25-34,Female,Kitchen Appliances
CUST-00813,Luxury,2023-09-04,4176.24,15,25-34,Male,Clothing
CUST-00814,Mainstream,2022-11-06,1781.78,17,55-64,Female,Electronics
CUST-00815,Mainstream,2023-07-31,616.88,17,18-24,Female,Toys
CUST-00816,Budget,2022-05-04,412.30,12,25-34,Non-binary,Electronics
CUST-00817,Budget,2023-08-06,66.69,16,25-34,Male,Clothing
CUST-00818,Budget,2022-04-08,412.35,4,25-34,Male,Toys
CUST-00819,Mainstream,2022-05-27,925.30,12,45-54,Male,Clothing
CUST-00820,Mainstream,2023-06-15,1018.66,10,18-24,Male,Beauty Products
CUST-00821,Mainstream,2022-10-03,1344.99,12,45-54,Female,Electronics
CUST-00822,Budget,2022-09-25,137.84,12,25-34,Prefer not to say,Clothing
CUST-00823,Mainstream,2023-05-06,871.49,1,18-24,Non-binary,Toys
CUST-00824,Budget,2022-08-24,288.79,17,25-34,Male,Beauty Products
CUST-00825,Mainstream,2023-12-26,21.77,20,55-64,Female,Kitchen Appliances
CUST-00826,Premium,2022-04-15,2364.07,20,65+,Non-binary,Electronics
CUST-00827,Mainstream,2022-04-20,1724.93,5,35-44,Female,Clothing
CUST-00828,Premium,2022-08-29,2832.34,10,25-34,Non-binary,Toys
CUST-00829,Premium,2023-12-02,162.41,8,25-34,Female,Beauty Products
CUST-00830,Budget,2023-04-18,287.72,7,35-44,Non-binary,Clothing
CUST-00831,Mainstream,2022-08-18,1076.49,2,55-64,Prefer not to say,Clothing
CUST-00832,Budget,2023-09-13,45.90,12,25-34,Non-binary,Clothing
CUST-00833,Budget,2022-03-24,485.00,2,35-44,Prefer not to say,Toys
CUST-00834,Premium,2023-04-15,1884.58,14,45-54,Male,Clothing
CUST-00835,Luxury,2023-01-09,9964.03,1,18-24,Non-binary,Kitchen Appliances
CUST-00836,Budget,2022-09-26,112.36,9,35-44,Female,Electronics
CUST-00837,Budget,2022-04-15,174.50,16,25-34,Female,Kitchen Appliances
CUST-00838,Mainstream,2023-08-29,239.31,19,65+,Prefer not to say,Kitchen Appliances
CUST-00839,Budget,2023-11-18,34.80,10,18-24,Female,Clothing
CUST-00840,Premium,2023-04-06,2809.48,19,55-64,Non-binary,Beauty Products
CUST-00841,Mainstream,2022-12-14,1588.26,19,45-54,Male,Toys
CUST-00842,Budget,2023-02-06,342.65,17,55-64,Male,Electronics
CUST-00843,Budget,2023-06-28,202.40,14,25-34,Male,Beauty Products
CUST-00844,Luxury,2023-08-29,3251.89,15,18-24,Male,Kitchen Appliances
CUST-00845,Budget,2022-10-08,255.57,20,35-44,Male,Clothing
CUST-00846,Premium,2022-11-29,4176.35,16,35-44,Female,Clothing
CUST-00847,Budget,2023-03-17,316.42,12,18-24,Non-binary,Toys
CUST-00848,Premium,2022-03-09,3150.21,9,55-64,Prefer not to say,Kitchen Appliances
CUST-00849,Budget,2023-03-09,112.62,18,35-44,Male,Clothing
CUST-00850,Luxury,2023-10-28,1030.60,17,35-44,Prefer not to say,Clothing
CUST-00851,Mainstream,2023-11-25,77.39,5,35-44,Prefer not to say,Clothing
CUST-00852,Budget,2023-12-07,8.60,1,35-44,Female,Electronics
CUST-00853,Mainstream,2023-09-17,640.12,20,35-44,Non-binary,Kitchen Appliances
CUST-00854,Budget,2022-01-15,445.31,13,65+,Prefer not to say,Kitchen Appliances
CUST-00855,Mainstream,2022-04-23,462.39,20,65+,Non-binary,Beauty Products
CUST-00856,Mainstream,2023-01-06,1541.09,3,55-64,Non-binary,Toys
CUST-00857,Mainstream,2022-09-14,1515.59,7,65+,Prefer not to say,Clothing
CUST-00858,Luxury,2022-10-06,11324.40,20,35-44,Male,Beauty Products
CUST-00859,Premium,2022-05-04,3259.84,3,65+,Male,Beauty Products
CUST-00860,Mainstream,2023-01-15,970.61,20,55-64,Female,Kitchen Appliances
CUST-00861,Budget,2023-01-14,428.15,20,18-24,Prefer not to say,Toys
CUST-00862,Premium,2022-05-20,2868.67,5,35-44,Female,Beauty Products
CUST-00863,Budget,2022-11-20,463.45,3,18-24,Non-binary,Electronics
CUST-00864,Mainstream,2022-03-04,659.10,16,65+,Male,Toys
CUST-00865,Premium,2022-04-04,2044.94,14,45-54,Female,Clothing
CUST-00866,Premium,2022-12-30,4394.00,16,35-44,Female,Kitchen Appliances
CUST-00867,Premium,2022-01-28,2865.39,13,25-34,Non-binary,Kitchen Appliances
CUST-00868,Budget,2023-06-25,201.52,2,18-24,Non-binary,Clothing
CUST-00869,Mainstream,2023-12-10,107.69,12,45-54,Prefer not to say,Beauty Products
CUST-00870,Budget,2023-02-17,203.45,2,55-64,Male,Clothing
CUST-00871,Luxury,2022-05-28,13200.55,8,25-34,Prefer not to say,Electronics
CUST-00872,Premium,2023-03-16,3490.23,7,65+,Non-binary,Beauty Products
CUST-00873,Budget,2023-11-13,61.00,14,65+,Prefer not to say,Clothing
CUST-00874,Luxury,2022-03-23,11236.92,8,65+,Male,Clothing
CUST-00875,Luxury,2022-07-18,5709.51,7,45-54,Female,Kitchen Appliances
CUST-00876,Budget,2023-03-01,431.45,16,35-44,Prefer not to say,Toys
CUST-00877,Luxury,2022-11-16,10248.83,7,45-54,Female,Beauty Products
CUST-00878,Premium,2022-09-06,2802.68,15,45-54,Female,Toys
CUST-00879,Premium,2022-11-25,3666.49,6,65+,Prefer not to say,Beauty Products
CUST-00880,Mainstream,2022-11-22,1107.11,12,65+,Non-binary,Toys
CUST-00881,Premium,2022-02-04,3561.07,14,18-24,Non-binary,Electronics
CUST-00882,Budget,2022-04-16,375.39,20,18-24,Male,Electronics
CUST-00883,Luxury,2023-01-24,7209.65,12,35-44,Female,Kitchen Appliances
CUST-00884,Mainstream,2023-11-24,191.79,5,35-44,Non-binary,Toys
CUST-00885,Mainstream,2023-06-24,836.99,8,35-44,Female,Kitchen Appliances
CUST-00886,Mainstream,2022-06-11,1452.62,17,55-64,Prefer not to say,Clothing
CUST-00887,Budget,2022-05-28,233.14,9,18-24,Non-binary,Kitchen Appliances
CUST-00888,Budget,2022-09-13,169.89,10,35-44,Prefer not to say,Beauty Products
CUST-00889,Mainstream,2022-12-23,786.99,2,35-44,Non-binary,Kitchen Appliances
CUST-00890,Budget,2023-03-27,148.72,5,18-24,Female,Kitchen Appliances
CUST-00891,Mainstream,2023-01-07,1794.72,7,35-44,Male,Electronics
CUST-00892,Mainstream,2022-05-29,1009.67,18,35-44,Prefer not to say,Beauty Products
CUST-00893,Mainstream,2023-12-25,20.20,7,35-44,Non-binary,Kitchen Appliances
CUST-00894,Budget,2023-04-18,290.42,11,55-64,Male,Toys
CUST-00895,Budget,2022-06-24,469.39,9,45-54,Male,Kitchen Appliances
CUST-00896,Luxury,2023-11-06,2370.00,6,55-64,Prefer not to say,Clothing
CUST-00897,Budget,2022-01-21,256.92,16,18-24,Prefer not to say,Electronics
CUST-00898,Premium,2023-07-06,1183.03,6,65+,Non-binary,Electronics
CUST-00899,Premium,2023-09-21,1482.98,14,18-24,Male,Kitchen Appliances
CUST-00900,Luxury,2023-12-29,82.67,7,35-44,Prefer not to say,Toys
CUST-00901,Mainstream,2022-06-17,1816.17,6,25-34,Prefer not to say,Toys
CUST-00902,Budget,2022-02-09,143.18,13,65+,Non-binary,Clothing
CUST-00903,Mainstream,2023-12-13,41.71,8,25-34,Prefer not to say,Toys
CUST-00904,Mainstream,2023-01-27,1733.22,13,55-64,Non-binary,Kitchen Appliances
CUST-00905,Premium,2023-02-21,2194.68,20,25-34,Non-binary,Kitchen Appliances
CUST-00906,Mainstream,2022-08-06,588.81,18,35-44,Female,Clothing
CUST-00907,Mainstream,2023-12-24,40.70,11,35-44,Non-binary,Electronics
CUST-00908,Mainstream,2023-03-08,963.21,7,55-64,Non-binary,Kitchen Appliances
CUST-00909,Mainstream,2022-01-05,689.60,1,35-44,Non-binary,Clothing
CUST-00910,Premium,2022-06-22,3819.85,1,25-34,Male,Electronics
CUST-00911,Mainstream,2022-09-23,586.45,2,45-54,Male,Electronics
CUST-00912,Mainstream,2023-01-29,1447.37,5,25-34,Non-binary,Clothing
CUST-00913,Mainstream,2022-10-22,1574.63,3,45-54,Female,Clothing
CUST-00914,Premium,2022-07-26,2289.24,4,65+,Non-binary,Kitchen Appliances
CUST-00915,Mainstream,2022-06-03,1797.52,6,35-44,Male,Clothing
CUST-00916,Luxury,2022-02-05,9264.69,4,18-24,Female,Electronics
CUST-00917,Budget,2023-10-20,22.18,6,35-44,Non-binary,Toys
CUST-00918,Premium,2023-02-05,4518.19,8,55-64,Non-binary,Clothing
CUST-00919,Luxury,2022-06-07,11006.88,2,65+,Prefer not to say,Toys
CUST-00920,Mainstream,2022-08-26,1031.58,14,18-24,Female,Kitchen Appliances
CUST-00921,Budget,2023-06-25,193.14,6,45-54,Non-binary,Beauty Products
CUST-00922,Mainstream,2022-12-21,951.69,2,35-44,Male,Electronics
CUST-00923,Luxury,2023-11-25,984.11,11,35-44,Prefer not to say,Toys
CUST-00924,Premium,2023-11-04,441.08,8,65+,Prefer not to say,Clothing
CUST-00925,Mainstream,2022-06-09,626.73,14,35-44,Non-binary,Beauty Products
CUST-00926,Budget,2023-03-30,201.91,12,55-64,Non-binary,Toys
CUST-00927,Premium,2022-08-09,2996.95,14,35-44,Prefer not to say,Toys
CUST-00928,Mainstream,2022-12-01,1522.74,8,55-64,Male,Kitchen Appliances
CUST-00929,Premium,2022-09-19,3051.70,3,65+,Prefer not to say,Clothing
CUST-00930,Luxury,2023-01-14,12814.02,5,18-24,Prefer not to say,Kitchen Appliances
CUST-00931,Luxury,2022-08-21,9160.98,7,25-34,Male,Kitchen Appliances
CUST-00932,Budget,2022-11-09,435.96,18,65+,Male,Electronics
CUST-00933,Budget,2023-06-30,232.98,14,18-24,Male,Toys
CUST-00934,Mainstream,2022-05-01,618.24,8,18-24,Non-binary,Toys
CUST-00935,Budget,2023-05-23,267.98,2,25-34,Non-binary,Clothing
CUST-00936,Mainstream,2022-08-23,1624.45,19,25-34,Male,Kitchen Appliances
CUST-00937,Budget,2022-03-02,221.87,12,25-34,Female,Beauty Products
CUST-00938,Premium,2022-12-27,3200.08,8,65+,Female,Kitchen Appliances
CUST-00939,Mainstream,2023-03-22,1178.22,14,18-24,Male,Clothing
CUST-00940,Luxury,2023-08-04,4909.41,10,35-44,Prefer not to say,Electronics
CUST-00941,Luxury,2022-10-13,12654.98,4,45-54,Female,Electronics
CUST-00942,Budget,2023-09-25,87.99,11,25-34,Prefer not to say,Beauty Products
CUST-00943,Budget,2022-01-10,264.85,12,18-24,Male,Beauty Products
CUST-00944,Mainstream,2023-03-03,966.75,18,25-34,Male,Beauty Products
CUST-00945,Mainstream,2022-05-10,1626.13,6,25-34,Male,Electronics
CUST-00946,Luxury,2022-07-10,6911.12,9,18-24,Prefer not to say,Electronics
CUST-00947,Premium,2023-12-01,177.98,7,25-34,Female,Electronics
CUST-00948,Mainstream,2022-03-21,1239.15,20,65+,Prefer not to say,Electronics
CUST-00949,Budget,2022-11-07,503.41,12,45-54,Male,Clothing
CUST-00950,Mainstream,2022-05-23,919.41,15,65+,Female,Toys
CUST-00951,Mainstream,2023-04-20,1249.59,2,35-44,Male,Clothing
CUST-00952,Mainstream,2022-12-27,1080.65,18,18-24,Female,Toys
CUST-00953,Budget,2023-06-21,280.99,5,35-44,Non-binary,Electronics
CUST-00954,Budget,2022-03-24,97.79,13,55-64,Prefer not to say,Electronics
CUST-00955,Premium,2023-10-09,793.90,5,65+,Male,Beauty Products
CUST-00956,Luxury,2023-03-05,10644.88,10,65+,Male,Electronics
CUST-00957,Budget,2023-01-27,411.92,5,18-24,Prefer not to say,Kitchen Appliances
CUST-00958,Mainstream,2022-08-22,1414.76,16,65+,Male,Beauty Products
CUST-00959,Mainstream,2022-11-05,2112.26,12,25-34,Prefer not to say,Kitchen Appliances
CUST-00960,Luxury,2023-09-07,2173.64,18,65+,Female,Electronics
CUST-00961,Budget,2022-11-30,323.68,13,65+,Prefer not to say,Electronics
CUST-00962,Mainstream,2023-08-30,431.45,11,18-24,Non-binary,Kitchen Appliances
CUST-00963,Budget,2022-10-04,233.73,10,18-24,Non-binary,Clothing
CUST-00964,Premium,2023-01-09,2255.46,20,55-64,Female,Clothing
CUST-00965,Mainstream,2023-07-21,746.25,17,18-24,Non-binary,Kitchen Appliances
CUST-00966,Mainstream,2023-11-03,259.71,1,18-24,Male,Toys
CUST-00967,Mainstream,2022-04-16,1711.95,8,25-34,Prefer not to say,Kitchen Appliances
CUST-00968,Mainstream,2023-05-24,606.89,4,35-44,Female,Clothing
CUST-00969,Premium,2022-03-04,2753.33,19,55-64,Prefer not to say,Toys
CUST-00970,Mainstream,2022-02-19,1170.83,20,35-44,Male,Electronics
CUST-00971,Luxury,2022-08-15,4586.44,13,25-34,Prefer not to say,Toys
CUST-00972,Mainstream,2022-01-27,2304.54,5,65+,Non-binary,Clothing
CUST-00973,Mainstream,2023-08-28,194.41,8,35-44,Male,Toys
CUST-00974,Budget,2022-07-09,464.26,13,55-64,Female,Toys
CUST-00975,Luxury,2023-04-30,5936.91,13,65+,Male,Beauty Products
CUST-00976,Premium,2022-04-29,4970.20,16,35-44,Female,Electronics
CUST-00977,Mainstream,2023-01-11,703.01,6,45-54,Prefer not to say,Beauty Products
CUST-00978,Mainstream,2023-02-14,864.81,10,45-54,Prefer not to say,Clothing
CUST-00979,Budget,2022-07-21,217.52,2,35-44,Non-binary,Clothing
CUST-00980,Mainstream,2023-08-24,427.58,14,65+,Prefer not to say,Toys
CUST-00981,Mainstream,2023-12-25,14.24,11,55-64,Male,Kitchen Appliances
CUST-00982,Mainstream,2023-12-27,14.27,3,45-54,Female,Beauty Products
CUST-00983,Mainstream,2023-08-28,341.50,15,25-34,Female,Kitchen Appliances
CUST-00984,Mainstream,2023-03-05,996.31,17,18-24,Non-binary,Clothing
CUST-00985,Mainstream,2022-06-21,1630.55,16,18-24,Male,Kitchen Appliances
CUST-00986,Premium,2022-06-09,2353.81,6,18-24,Non-binary,Beauty Products
CUST-00987,Mainstream,2023-01-22,1505.80,6,45-54,Female,Beauty Products
CUST-00988,Mainstream,2023-04-14,418.53,16,35-44,Non-binary,Clothing
CUST-00989,Budget,2023-09-02,56.16,11,45-54,Male,Toys
CUST-00990,Luxury,2022-08-23,13168.52,9,45-54,Male,Beauty Products
CUST-00991,Mainstream,2023-01-15,1623.01,19,35-44,Female,Kitchen Appliances
CUST-00992,Mainstream,2022-10-07,1536.38,10,18-24,Prefer not to say,Kitchen Appliances
CUST-00993,Budget,2023-07-01,259.17,10,25-34,Female,Kitchen Appliances
CUST-00994,Premium,2022-06-26,4149.38,6,25-34,Non-binary,Kitchen Appliances
CUST-00995,Mainstream,2023-07-07,663.77,7,35-44,Male,Beauty Products
CUST-00996,Premium,2022-01-03,2654.84,3,18-24,Male,Kitchen Appliances
CUST-00997,Budget,2023-06-23,76.48,12,55-64,Male,Beauty Products
CUST-00998,Mainstream,2022-04-28,895.03,3,65+,Female,Electronics
CUST-00999,Budget,2022-06-23,306.26,11,25-34,Male,Toys
CUST-01000,Mainstream,2022-06-19,609.38,7,65+,Non-binary,Toys
